default,7,8,0,0,0,W2V and WordNet,W2V,100,26.397313117980957
default,12,8,2,4,0,W2V and WordNet,W2V,150,21.708626985549927
default,8,8,1,1,0,W2V and WordNet,W2V,200,18.300151109695435
default,8,8,0,0,0,W2V and WordNet,W2V,250,18.96955704689026
default,8,8,1,0,0,W2V and WordNet,W2V,300,18.774279832839966
default,8,8,0,0,0,W2V and WordNet,W2V,350,23.81589412689209
default,11,8,2,1,0,W2V and WordNet,W2V,400,15.317199230194092
default,8,8,1,1,0,W2V and WordNet,W2V,450,21.9920756816864
default,8,8,0,1,0,W2V and WordNet,W2V,500,23.618836879730225
default,9,8,0,1,0,W2V and WordNet,W2V,550,17.319507837295532
default,8,8,0,1,0,W2V and WordNet,W2V,600,23.54988384246826
default,7,8,0,0,0,W2V and WordNet,W2V,650,29.456233024597168
default,9,8,1,1,0,W2V and WordNet,W2V,700,23.375598669052124
default,8,8,0,0,0,W2V and WordNet,W2V,750,20.66703701019287
default,8,8,0,0,0,W2V and WordNet,W2V,800,20.179548025131226
default,7,8,0,0,0,W2V and WordNet,W2V,850,16.762080192565918
default,8,8,1,0,0,W2V and WordNet,W2V,900,17.93390727043152
default,9,8,2,1,0,W2V and WordNet,W2V,950,16.910547971725464
default,11,8,3,2,0,W2V and WordNet,W2V,1000,27.467345237731934
default,9,8,0,1,0,W2V and WordNet,W2V,1050,20.126079082489014
default,7,8,0,1,0,W2V and WordNet,W2V,1100,17.41474676132202
default,8,8,0,2,0,W2V and WordNet,W2V,1150,26.40803813934326
default,25,5,0,1,1,W2V and WordNet,W2V,1200,17.586031913757324
default,8,8,0,0,0,W2V and WordNet,W2V,1250,21.13185214996338
default,8,8,0,0,0,W2V and WordNet,W2V,1300,21.394675970077515
default,7,8,0,0,0,W2V and WordNet,W2V,1350,22.38002610206604
default,25,7,1,0,1,W2V and WordNet,W2V,1400,22.553552865982056
default,15,8,4,4,0,W2V and WordNet,W2V,1450,21.0836820602417
default,10,8,2,3,0,W2V and WordNet,W2V,1500,20.609358072280884
default,25,4,0,0,1,W2V and WordNet,W2V,1550,18.741076946258545
default,7,8,0,1,0,W2V and WordNet,WordNet Lin,100,24.487224817276
default,25,6,4,4,1,W2V and WordNet,WordNet Lin,150,19.700448989868164
default,10,8,2,2,0,W2V and WordNet,WordNet Lin,200,22.013426065444946
default,8,8,0,0,0,W2V and WordNet,WordNet Lin,250,19.060482025146484
default,8,8,0,1,0,W2V and WordNet,WordNet Lin,300,18.951438188552856
default,8,8,0,0,0,W2V and WordNet,WordNet Lin,350,22.65070104598999
default,8,8,0,0,0,W2V and WordNet,WordNet Lin,400,14.352752923965454
default,8,8,1,1,0,W2V and WordNet,WordNet Lin,450,22.0149667263031
default,8,8,0,1,0,W2V and WordNet,WordNet Lin,500,22.758405208587646
default,10,8,0,2,0,W2V and WordNet,WordNet Lin,550,18.263549089431763
default,8,8,1,1,0,W2V and WordNet,WordNet Lin,600,22.981141805648804
